QueryId	SubjectId	%KMatchIdentity	QueryKLength	KMatch	GapOpen	QStart	QEnd	SStart	SEnd
D3HS04_LEGLN	A0A0A2T6F1_9GAMM	54.72	106	58	N/A	1	112	1	N/A
D3HS04_LEGLN	A0A1Q3UCH9_9GAMM	52.83	106	56	N/A	1	112	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6MXE3_9CYAN	100.00	141	141	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A1U7GVW1_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6L983_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6KJT7_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6M1L1_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A0S3TJ56_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6M256_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6L1T6_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	A0A2N6M277_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A2N6MXE3_9CYAN	G6FQP4_9CYAN	95.04	141	134	N/A	1	147	1	N/A
A0A1Y6MHT9_9GAMM	A0A1Y6MHT9_9GAMM	100.00	284	284	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A2T3IFS7_9GAMM	88.73	284	252	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	L8JEV9_9GAMM	37.68	284	107	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A0L0EPN9_9GAMM	26.76	284	76	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A3R8YW77_9GAMM	26.41	284	75	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A0U3ICS4_9GAMM	25.70	284	73	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A0F4QBA4_9GAMM	25.35	284	72	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A233ILV7_9GAMM	24.65	284	70	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A2I0GQ62_9GAMM	24.30	284	69	N/A	1	290	1	N/A
A0A1Y6MHT9_9GAMM	A0A1H9BIP9_9PROT	22.54	284	64	N/A	1	290	1	N/A
A0A4V1Z9X6_9GAMM	A0A4V1Z9X6_9GAMM	100.00	240	240	N/A	1	246	1	N/A
K6DJW0_BACAZ	K6DJW0_BACAZ	100.00	332	332	N/A	1	338	1	N/A
K6DJW0_BACAZ	A0A072NJX2_BACAZ	56.02	332	186	N/A	1	338	1	N/A
A0A1B9M689_9GAMM	A0A1B9M689_9GAMM	100.00	237	237	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1C4AL56_9GAMM	87.34	237	207	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9LAR1_9GAMM	36.29	237	86	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9MGL9_9GAMM	33.33	237	79	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9NKM1_9GAMM	30.38	237	72	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A066TGD0_9GAMM	27.85	237	66	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9ML13_9GAMM	27.85	237	66	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9LVI7_9GAMM	26.16	237	62	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9K3G3_9GAMM	24.89	237	59	N/A	1	243	1	N/A
A0A1B9M689_9GAMM	A0A1B9N105_9GAMM	24.89	237	59	N/A	1	243	1	N/A
A0A1H1JU36_9RHIZ	A0A1H5HVP4_9RHIZ	100.00	325	325	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A1H1JU36_9RHIZ	100.00	325	325	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A1H5HCQ8_9RHIZ	100.00	325	325	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A1T4K234_9PROT	41.54	325	135	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A1L6I4L5_9BURK	27.38	325	89	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A4V1RIH7_9BACT	26.46	325	86	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A1H8TWA3_9PROT	26.46	325	86	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A371WQ29_9RHIZ	24.00	325	78	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A4R3EEB3_9RHIZ	23.69	325	77	N/A	1	331	1	N/A
A0A1H1JU36_9RHIZ	A0A125SNP7_9BURK	22.46	325	73	N/A	1	331	1	N/A
A0A0A1GCN8_9PSED	A0A0A1GCN8_9PSED	100.00	850	850	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A3T0SIJ8_9GAMM	98.24	850	835	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A172WWJ3_PSEST	98.24	850	835	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A365PZR1_9PSED	98.24	850	835	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A2N1CW76_9PSED	98.12	850	834	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A1M5RBY1_9PSED	77.88	850	662	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A2E6K3M2_PSESP	77.41	850	658	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A350JYW5_PSESP	76.82	850	653	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A2E2GL64_PSESP	76.59	850	651	N/A	1	856	1	N/A
A0A0A1GCN8_9PSED	A0A357Q6B7_PSESP	76.00	850	646	N/A	1	856	1	N/A
