QueryId	SubjectId	%KMatchIdentity	QueryKLength	KMatch	GapOpen	QStart	QEnd	SStart	SEnd
A0A174QAW6_9FIRM	A0A174QAW6_9FIRM	100.00	109	109	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	R7D4B3_9FIRM	100.00	109	109	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A5ZV19_9FIRM	100.00	109	109	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A1C5QEP1_9FIRM	93.58	109	102	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A373VUM1_9FIRM	88.99	109	97	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A417RAC7_9FIRM	88.99	109	97	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A174XGM8_9FIRM	83.49	109	91	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A1C6IL21_9FIRM	83.49	109	91	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A1C6CFA9_9FIRM	83.49	109	91	N/A	1	115	1	N/A
A0A174QAW6_9FIRM	A0A1C6JDG5_9CLOT	83.49	109	91	N/A	1	115	1	N/A
A0A2A8ZIN2_BACCE	A0A243CLD8_BACTU	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A1G1UQ16_9BACI	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A1W2GLQ9_9BACI	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A4Y9U5H2_9BACI	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A2A8ZIN2_BACCE	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A0K0SAK1_BACT3	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	C2WPV6_BACCE	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	J7ZFU4_BACCE	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	C2P0Z8_BACCE	100.00	103	103	N/A	1	109	1	N/A
A0A2A8ZIN2_BACCE	A0A193CUR1_BACTU	100.00	103	103	N/A	1	109	1	N/A
A0A0A7XFI4_ACINO	A0A062KRC9_ACIBA	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A0A7XFI4_ACINO	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A014CGD1_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A010KFU4_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A014C1Q4_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A014CIG7_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A0E2GTV6_ACINO	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A1Y5NQU6_ACINO	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A140QNJ5_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A0A7XFI4_ACINO	A0A014CS22_9GAMM	100.00	159	159	N/A	1	165	1	N/A
A0A1Q3PG22_9BACT	A0A1Q3PG22_9BACT	100.00	270	270	N/A	1	276	1	N/A
A0A1Q3PG22_9BACT	C6W3Z2_DYAFD	15.56	270	42	N/A	1	276	1	N/A
A0A1Q3PG22_9BACT	A0A2P8FTZ2_9BACT	12.96	270	35	N/A	1	276	1	N/A
A0A3S3Y9T9_RHILE	A0A198YZE5_9RHIZ	100.00	157	157	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A3S3Y9T9_RHILE	100.00	157	157	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A2Z4YRE0_RHILE	95.54	157	150	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A1B8R8R2_RHILT	95.54	157	150	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A3S3WVW2_RHILE	84.71	157	133	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	C6B4X0_RHILS	84.71	157	133	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A4Q9A367_RHILE	77.07	157	121	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	W0IU70_RHILT	76.43	157	120	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	I9NGS9_RHILT	61.15	157	96	N/A	1	163	1	N/A
A0A3S3Y9T9_RHILE	A0A444HL33_RHILE	60.51	157	95	N/A	1	163	1	N/A
A0A223V866_9FLAO	A0A223V866_9FLAO	100.00	110	110	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A2G1VLW7_9FLAO	35.45	110	39	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A3G2L2K5_9FLAO	22.73	110	25	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A0D5YU14_9FLAO	21.82	110	24	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A3B9RCA7_9FLAO	18.18	110	20	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A4Q0P7T5_9FLAO	18.18	110	20	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A2D8Z0E0_9PROT	18.18	110	20	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A1B2YY80_9BACT	18.18	110	20	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A330MJN2_9FLAO	16.36	110	18	N/A	1	116	1	N/A
A0A223V866_9FLAO	A0A4R7K2D6_9FLAO	16.36	110	18	N/A	1	116	1	N/A
C4NUR5_ECOLX	A0A2A5Q161_PRORE	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	H6VZF1_KLEPN	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0A4Y5XZE0_SALET	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0A2R4DIT3_SALET	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0A0D7LK25_CITFR	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0A4Y6LS27_SALTH	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0A1C0FDQ8_SERMA	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	A0PB95_PHODP	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	C4NUR5_ECOLX	100.00	136	136	N/A	1	142	1	N/A
C4NUR5_ECOLX	K0H7K8_PROST	100.00	136	136	N/A	1	142	1	N/A
A0A1B9AUJ5_9BACI	A0A1B9AUJ5_9BACI	100.00	119	119	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A098F2F1_9BACI	52.10	119	62	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A1H0XY62_9BACI	16.81	119	20	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A417YXS5_9BACI	14.29	119	17	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A1H8CGL8_9BACI	13.45	119	16	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A4R2X5N8_9BACI	13.45	119	16	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A3D8GK80_9BACI	12.61	119	15	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A4U1MMX8_9BACI	10.92	119	13	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A2A8ILG7_9BACI	10.92	119	13	N/A	1	125	1	N/A
A0A1B9AUJ5_9BACI	A0A0J6D199_9BACI	10.92	119	13	N/A	1	125	1	N/A
A0A0P0LP22_BACVU	A0A0P0LP22_BACVU	100.00	270	270	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	A0A174W4P9_BACVU	94.81	270	256	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	A0A078RCB2_BACVU	94.81	270	256	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	R9HFU9_BACVU	94.81	270	256	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	D4V3J3_BACVU	94.81	270	256	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	A0A069SEX0_BACVU	94.81	270	256	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	A0A396EZV4_BACVU	93.33	270	252	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	E5UNH4_9BACE	93.33	270	252	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	A0A3A5XX74_9BACE	93.33	270	252	N/A	1	276	1	N/A
A0A0P0LP22_BACVU	C6YZE3_9BACE	93.33	270	252	N/A	1	276	1	N/A
C6M4I7_NEISI	C6M4I7_NEISI	100.00	224	224	N/A	1	230	1	N/A
C6M4I7_NEISI	A0A1F1BI42_9NEIS	82.59	224	185	N/A	1	230	1	N/A
C6M4I7_NEISI	G3Z481_9NEIS	58.04	224	130	N/A	1	230	1	N/A
C6M4I7_NEISI	A0A2I1QYH7_NEIPE	50.00	224	112	N/A	1	230	1	N/A
C6M4I7_NEISI	A0A1F1GI66_9NEIS	47.32	224	106	N/A	1	230	1	N/A
C6M4I7_NEISI	D3A4V2_NEISU	45.54	224	102	N/A	1	230	1	N/A
C6M4I7_NEISI	A0A1E9MHY4_9NEIS	44.20	224	99	N/A	1	230	1	N/A
C6M4I7_NEISI	A0A1F1FTJ6_9NEIS	44.20	224	99	N/A	1	230	1	N/A
A0A1S0ZU69_SALER	A0A2T5N0T3_SALDZ	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A2I5HPC4_SALDZ	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A4U6CUH7_SALDZ	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A1S0ZU69_SALER	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A403FGF7_SALEN	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A3V4QUH0_SALET	100.00	148	148	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A3U6Z550_SALDZ	98.65	148	146	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A379QWD9_SALER	85.81	148	127	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A3V9VEC3_SALER	84.46	148	125	N/A	1	154	1	N/A
A0A1S0ZU69_SALER	A0A0F5B7U6_SALER	84.46	148	125	N/A	1	154	1	N/A
A0A440RTX0_9RHIZ	A0A440RTX0_9RHIZ	100.00	236	236	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A3S3L7S7_9RHIZ	94.07	236	222	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A434KXF7_9RHIZ	94.07	236	222	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A440WRT5_9RHIZ	93.22	236	220	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A2A3BH63_9RHIZ	93.22	236	220	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A440R2P4_9RHIZ	91.10	236	215	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A434RQM3_9RHIZ	90.25	236	213	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A3S1LF75_9RHIZ	90.25	236	213	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A440VAS9_9RHIZ	90.25	236	213	N/A	1	242	1	N/A
A0A440RTX0_9RHIZ	A0A434NZE0_9RHIZ	90.25	236	213	N/A	1	242	1	N/A
A0A2H3NFE1_9BACI	A0A246PL19_9BACI	100.00	107	107	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A0G8EQK2_BACCE	100.00	107	107	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A2H3NFE1_9BACI	100.00	107	107	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A3Q8R7M0_9BACI	100.00	107	107	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A164BST8_BACCE	93.46	107	100	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A2B0Y295_BACAN	93.46	107	100	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A2T0DN48_9BACI	93.46	107	100	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A4V5SH50_9BACI	93.46	107	100	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A243N3T9_BACTU	89.72	107	96	N/A	1	113	1	N/A
A0A2H3NFE1_9BACI	A0A243KEE9_BACTU	89.72	107	96	N/A	1	113	1	N/A
A0A2M8I2Y3_9MYCO	A0A2M8I2Y3_9MYCO	100.00	350	350	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A1X1VC50_MYCGS	96.29	350	337	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	W4I158_MYCGS	96.29	350	337	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A498Q183_9MYCO	92.00	350	322	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A359F916_9ACTN	8.29	350	29	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A3C1DQ09_9ACTN	8.29	350	29	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A1A3KI14_9MYCO	7.43	350	26	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A1F2T4P4_9BACT	6.29	350	22	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A2T6L543_9MICO	6.29	350	22	N/A	1	356	1	N/A
A0A2M8I2Y3_9MYCO	A0A2M7YSE3_9BACT	5.71	350	20	N/A	1	356	1	N/A
A0A335E6B5_ACIBA	A0A335E6B5_ACIBA	100.00	179	179	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A379HHZ1_PROST	96.09	179	172	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A140NNE7_PROSM	96.09	179	172	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A506XRE6_PROST	96.09	179	172	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	B2PWL5_PROST	88.27	179	158	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	K8WID5_9GAMM	21.23	179	38	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A1J0EC82_PRORE	21.23	179	38	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	K8WL88_9GAMM	18.99	179	34	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A427HPR1_PRORE	18.44	179	33	N/A	1	185	1	N/A
A0A335E6B5_ACIBA	A0A2A5Q3W0_PRORE	17.32	179	31	N/A	1	185	1	N/A
A0A1Q5TV42_9GAMM	A0A1Q5TV42_9GAMM	100.00	258	258	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A1Q5U617_9GAMM	81.40	258	210	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A2D0IVJ2_9GAMM	78.29	258	202	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A2D0KEB3_9GAMM	76.74	258	198	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A0J5IRN8_9GAMM	67.44	258	174	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A1I3VHW2_9GAMM	67.05	258	173	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A1I5EIR4_9GAMM	66.67	258	172	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A2D0K469_9GAMM	63.95	258	165	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A2D0KNC2_9GAMM	63.95	258	165	N/A	1	264	1	N/A
A0A1Q5TV42_9GAMM	A0A3D9UA43_9GAMM	63.18	258	163	N/A	1	264	1	N/A
A0A2T4LTW0_9STAP	A0A4S0LUL2_9BACT	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A291JIX5_9STAP	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A4Q2IHV6_9STAP	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A0D0SGF6_STAGA	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A3P6JTH4_9FIRM	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A0F5X537_STACC	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A2H1AIN7_CORST	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A380HDL7_STASA	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A2T4LTW0_9STAP	100.00	138	138	N/A	1	144	1	N/A
A0A2T4LTW0_9STAP	A0A4R9SJ96_9BACT	100.00	138	138	N/A	1	144	1	N/A
A0A0K1PV76_9DELT	A0A0K1PV76_9DELT	100.00	266	266	N/A	1	272	1	N/A
A0A2E9XYL7_9PROT	A0A2E9XYL7_9PROT	100.00	373	373	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2E7VAS4_9PROT	6.97	373	26	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2S6TJK6_9PROT	6.43	373	24	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2D7CMB3_9PROT	5.90	373	22	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2D6SL18_9RHOB	5.90	373	22	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2D9MRT6_9PROT	5.90	373	22	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A1Z8SVR8_9PROT	5.90	373	22	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A1W6Z6U6_9BORD	5.09	373	19	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2E4XW84_9PROT	5.09	373	19	N/A	1	379	1	N/A
A0A2E9XYL7_9PROT	A0A2E4GUY6_9PROT	5.09	373	19	N/A	1	379	1	N/A
A0A164PSR8_BACCE	A0A164PSR8_BACCE	100.00	511	511	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A4R1EFY3_BACCE	95.89	511	490	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2C4GZD9_9BACI	89.04	511	455	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A386V0Q8_9BACI	87.08	511	445	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2A8IWA4_BACCE	86.89	511	444	N/A	1	517	1	N/A
A0A164PSR8_BACCE	C2YS39_BACCE	85.71	511	438	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2C2CJW0_BACCE	85.71	511	438	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2B3GC70_BACCE	74.36	511	380	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2B4LCW9_BACCE	71.23	511	364	N/A	1	517	1	N/A
A0A164PSR8_BACCE	A0A2B5JYC4_9BACI	70.25	511	359	N/A	1	517	1	N/A
A0A0X3T9G9_9ACTN	A0A0X3T9G9_9ACTN	100.00	139	139	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	B1VZY4_STRGG	97.12	139	135	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A2X2LNK2_STRGR	97.12	139	135	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	G0Q5J5_9ACTN	97.12	139	135	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A1Q5ET50_9ACTN	71.94	139	100	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A3N6GYQ0_9ACTN	64.75	139	90	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A1Q5CEI2_9ACTN	63.31	139	88	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A0Q7HW76_9ACTN	63.31	139	88	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A1Q5IL50_9ACTN	63.31	139	88	N/A	1	145	1	N/A
A0A0X3T9G9_9ACTN	A0A0Q8EIW6_9ACTN	63.31	139	88	N/A	1	145	1	N/A
A0A1I1WGX7_9ALTE	A0A362XNE5_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	E4PRC3_MARAH	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A349SZL8_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	G6YMJ9_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A3D8H8G4_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A3N1R241_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A1I1WGX7_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A2E5SRH2_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A0K1U559_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1I1WGX7_9ALTE	A0A212Q7L0_9ALTE	100.00	175	175	N/A	1	181	1	N/A
A0A1G5Z7B8_9BACT	A0A1G5Z7B8_9BACT	100.00	719	719	N/A	1	725	1	N/A
A3D4N5_SHEB5	A3D4N5_SHEB5	100.00	202	202	N/A	1	208	1	N/A
A3D4N5_SHEB5	A0A165J0X4_9GAMM	100.00	202	202	N/A	1	208	1	N/A
A3D4N5_SHEB5	G0B026_9GAMM	100.00	202	202	N/A	1	208	1	N/A
A3D4N5_SHEB5	B8EEV6_SHEB2	100.00	202	202	N/A	1	208	1	N/A
A3D4N5_SHEB5	A0A2K8ZYZ6_9GAMM	96.53	202	195	N/A	1	208	1	N/A
A3D4N5_SHEB5	A9L1E3_SHEB9	96.53	202	195	N/A	1	208	1	N/A
A3D4N5_SHEB5	A0A448ELZ6_SHEPU	96.53	202	195	N/A	1	208	1	N/A
A3D4N5_SHEB5	A0A3S4NBI5_SHEPU	89.60	202	181	N/A	1	208	1	N/A
A3D4N5_SHEB5	A0KX19_SHESA	89.60	202	181	N/A	1	208	1	N/A
A3D4N5_SHEB5	Q0HV98_SHESR	89.60	202	181	N/A	1	208	1	N/A
A0A1H2K6B5_9PSED	A0A2S3VFD5_9PSED	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	J2SDM0_9PSED	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	A0A2N8GEX4_9PSED	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	A0A083UTJ1_PSEPU	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	A0A1H2CMP7_9PSED	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	A0A285HDF1_9PSED	100.00	194	194	N/A	1	200	1	N/A
A0A1H2K6B5_9PSED	A0A2N1GSE0_9PSED	100.00	194	194	N/A	1	200	1	N/A
