QueryId	SubjectId	%Identity	AlnLength	Mismatches	GapOpen	QStart	QEnd	SStart	SEnd	Evalue	Bitscore
A0A231WT22_KLEPN	A0A483G458_KLEPN	99.09	110	1	0	1	110	1	110	2.959620e-55	223.02
A0A231WT22_KLEPN	A0A485HZX6_KLEPN	99.09	110	1	0	1	110	1	110	3.865383e-55	222.63
A0A231WT22_KLEPN	A0A2Z3F1Y4_9ENTR	95.45	110	5	0	1	110	1	110	1.243451e-53	217.62
A0A231WT22_KLEPN	A0A367NH17_KLEPN	97.27	110	0	1	1	110	1	107	2.345047e-52	213.39
A0A231WT22_KLEPN	A0A3P2EHQ1_KLEPN	92.73	110	7	1	1	110	1	109	1.422691e-49	204.14
A0A231WT22_KLEPN	W1HRV9_KLEPN	98.86	88	1	0	23	110	1	88	2.199994e-42	180.26
A0A011TJ25_9RHIZ	A0A011TJ25_9RHIZ	100.00	76	0	0	1	76	1	76	1.289741e-33	150.60
A0A011TJ25_9RHIZ	A0A031LZE0_9PSED	100.00	76	0	0	1	76	1	76	1.289741e-33	150.60
A0A011TJ25_9RHIZ	A0A021XGK8_9RHIZ	94.44	72	4	0	1	72	1	72	1.475654e-29	137.12
A0A011TJ25_9RHIZ	A0A2S9IMB7_9RHIZ	93.15	73	5	0	1	73	1	73	2.517085e-29	136.35
A0A011TJ25_9RHIZ	A0A2W5TYU6_RHOSH	93.15	73	5	0	1	73	1	73	3.287414e-29	135.96
A0A011TJ25_9RHIZ	A0A099F459_9RHOB	91.78	73	6	0	1	73	1	73	4.293496e-29	135.58
A0A011TJ25_9RHIZ	A0A238YN38_9RHOB	94.37	71	4	0	1	71	1	71	4.293496e-29	135.58
A0A011TJ25_9RHIZ	A0A3Q9TGM9_9RHOB	94.37	71	4	0	1	71	1	71	4.293496e-29	135.58
A0A011TJ25_9RHIZ	A0A430EL88_9SPHN	91.78	73	6	0	1	73	1	73	5.607480e-29	135.19
A0A011TJ25_9RHIZ	A0A502BQ39_9RHIZ	91.78	73	6	0	1	73	1	73	5.607480e-29	135.19
YC54L_SYNY3	YC54L_SYNY3	100.00	133	0	0	1	133	1	133	3.333827e-69	269.63
YC54L_SYNY3	L8AEV0_BACIU	100.00	106	0	0	28	133	1	106	2.835375e-52	213.39
YC54L_SYNY3	A0A068N0F1_SYNY4	96.19	105	4	0	28	132	1	105	2.246602e-49	203.76
YC54L_SYNY3	B7K7E5_CYAP7	76.42	106	25	0	28	133	1	106	1.235614e-39	171.40
YC54L_SYNY3	K9TQF1_9CYAN	73.58	106	28	0	28	133	1	106	8.855006e-38	165.24
YC54L_SYNY3	A0A140K3G2_9CYAN	73.58	106	28	0	28	133	1	106	2.576412e-37	163.70
YC54L_SYNY3	E0UJH6_CYAP2	75.24	105	26	0	28	132	1	105	4.394694e-37	162.93
YC54L_SYNY3	D8FYH8_9CYAN	71.70	106	30	0	28	133	1	106	6.345924e-36	159.07
YC54L_SYNY3	A0A1L9QQQ8_9CYAN	70.48	105	31	0	28	132	1	105	2.666169e-34	153.68
YC54L_SYNY3	A0A357A7M7_9CYAN	69.52	105	32	0	28	132	1	105	2.666169e-34	153.68
A0A376GDI6_9FLAO	A0A376GDI6_9FLAO	100.00	133	0	0	1	133	1	133	5.686647e-69	268.86
A0A376GDI6_9FLAO	A0A4Z1BNN0_9FLAO	88.72	133	15	0	1	133	1	133	6.733030e-62	245.36
A0A376GDI6_9FLAO	A0A1I4SIB6_9FLAO	84.21	133	21	0	1	133	1	133	2.027259e-58	233.80
A0A376GDI6_9FLAO	A0A3P6N0B1_9FLAO	84.21	133	21	0	1	133	1	133	2.027259e-58	233.80
A0A376GDI6_9FLAO	A0A1M6VAN0_9FLAO	60.61	132	52	0	1	132	1	132	7.243852e-40	172.17
A0A4R5R560_ACIBA	A0A380VQ44_ACICA	100.00	168	0	0	1	168	1	168	1.138854e-90	341.27
A0A4R5R560_ACIBA	D0C5H7_ACIB2	100.00	168	0	0	1	168	1	168	1.138854e-90	341.27
A0A4R5R560_ACIBA	A0A0E2GBY4_ACINO	100.00	168	0	0	1	168	1	168	1.138854e-90	341.27
A0A4R5R560_ACIBA	A0A4R5R560_ACIBA	100.00	168	0	0	1	168	1	168	1.138854e-90	341.27
A0A4R5R560_ACIBA	A0A3F3MXE8_ACIBA	98.21	168	3	0	1	168	1	168	1.065935e-88	334.72
A0A4R5R560_ACIBA	A0A062IR66_ACIBA	97.62	168	4	0	1	168	1	168	6.909190e-88	332.03
A0A4U2ZR07_CITFR	A0A4U2ZR07_CITFR	100.00	111	0	0	1	111	1	111	1.134878e-54	221.09
A0A4U2ZR07_CITFR	W1FZY3_ECOLX	100.00	111	0	0	1	111	1	111	1.134878e-54	221.09
A0A4U2ZR07_CITFR	A0A3N0DH82_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A4U6I2F0_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A2T1LGG4_ECOLX	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A4V0ZIU6_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A0D7M2Y9_CITFR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A4Y5ZQ89_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A2L0TG16_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A4U2ZR07_CITFR	A0A212I853_9ENTR	99.10	111	1	0	1	111	1	111	3.301991e-54	219.55
A0A3V4UIX5_SALET	A0A250ME84_YERPU	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A223UJC1_9ENTR	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	S1H0E8_ECOLX	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A076LVT5_9GAMM	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A4V3VD91_9ENTR	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A0J2AN15_ECOLX	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	B6UYT7_KLEPN	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A2Z3XCQ6_9ENTR	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A2J5QB75_9ENTR	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
A0A3V4UIX5_SALET	A0A2Z5WQU4_KLEAE	100.00	120	0	0	1	120	1	120	4.207013e-63	249.21
Y3563_CLOBL	Y3563_CLOBL	100.00	243	0	0	1	243	1	243	5.225861e-137	495.74
Y3563_CLOBL	A0A396TR33_CLOBO	100.00	243	0	0	1	243	1	243	5.225861e-137	495.74
Y3563_CLOBL	Y1129_CLOBK	99.59	243	1	0	1	243	1	243	1.520493e-136	494.20
Y3563_CLOBL	M1ZWQ7_CLOBO	99.59	243	1	0	1	243	1	243	1.520493e-136	494.20
Y3563_CLOBL	A0A433ZC35_CLOBO	99.59	243	1	0	1	243	1	243	1.520493e-136	494.20
Y3563_CLOBL	A0A1V9I3C1_CLOSG	99.18	243	2	0	1	243	1	243	4.423956e-136	492.66
Y3563_CLOBL	A0A0L9ZYN6_CLOBO	99.18	243	2	0	1	243	1	243	4.423956e-136	492.66
Y3563_CLOBL	A0A175LRK5_CLOBO	99.18	243	2	0	1	243	1	243	4.423956e-136	492.66
Y3563_CLOBL	Y3435_CLOB1	99.18	243	2	0	1	243	1	243	4.423956e-136	492.66
Y3563_CLOBL	Y3379_CLOBH	99.18	243	2	0	1	243	1	243	4.423956e-136	492.66
A0A1M2I6L3_ECOLX	A0A1M2I6L3_ECOLX	100.00	136	0	0	1	136	1	136	1.024052e-73	284.65
A0A1M2I6L3_ECOLX	A0A3K4BHP6_ECOLX	99.26	136	1	0	1	136	1	136	2.522327e-72	280.03
A0A1M2I6L3_ECOLX	A0A2Y0NFI3_ECOLX	99.26	136	1	0	1	136	1	136	2.522327e-72	280.03
A0A1M2I6L3_ECOLX	A0A2X1M2R2_ECOLX	98.53	136	2	0	1	136	1	136	9.584832e-72	278.10
A0A1M2I6L3_ECOLX	A0A2X1LNR8_ECOLX	98.53	136	2	0	1	136	1	136	2.788759e-71	276.56
A0A1M2I6L3_ECOLX	A0A244BGB8_ECOLX	97.79	136	3	0	1	136	1	136	1.384047e-70	274.25
A0A1V9IWR2_CLOSG	A0A0D1BZN6_CLOBO	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A0S6U3D2_CLOBO	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A3F3DU57_CLOBO	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	J7T959_CLOS1	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A1V9IWR2_CLOSG	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A175M787_CLOBO	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A5I4H7_CLOBH	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A7GFZ0_CLOBL	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A0B4WDL2_CLOBO	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1V9IWR2_CLOSG	A0A3F2ZVY7_CLOB6	100.00	86	0	0	1	86	1	86	2.175799e-37	163.31
A0A1C0XPM8_RALPI	A0A1C0XPM8_RALPI	100.00	167	0	0	1	167	1	167	3.641761e-89	336.27
A0A1C0XPM8_RALPI	A0A0B2AV79_9ACTN	100.00	167	0	0	1	167	1	167	3.641761e-89	336.27
A0A1C0XPM8_RALPI	U3GCU6_9RALS	100.00	167	0	0	1	167	1	167	3.641761e-89	336.27
A0A1C0XPM8_RALPI	A0A2N4TT20_RALPI	98.80	167	2	0	1	167	1	167	3.082936e-88	333.18
A0A1C0XPM8_RALPI	A0A192A6L6_9RALS	95.81	167	7	0	1	167	1	167	2.067917e-84	320.47
A0A1C0XPM8_RALPI	A0A0J9DVP0_9RALS	95.81	167	7	0	1	167	1	167	2.067917e-84	320.47
A0A1C0XPM8_RALPI	S9S4D7_9RALS	95.81	167	7	0	1	167	1	167	2.067917e-84	320.47
A0A1C0XPM8_RALPI	A0A1I5VE17_9RALS	98.14	161	3	0	1	161	1	161	1.750597e-83	317.39
A0A1C0XPM8_RALPI	R0CSF8_RALPI	97.52	161	4	0	1	161	1	161	3.899923e-83	316.23
A0A1C0XPM8_RALPI	B2UHG4_RALPJ	97.52	161	4	0	1	161	1	161	6.652261e-83	315.46
Y854_RHOS4	Y854_RHOS4	100.00	230	0	0	1	230	1	230	3.433368e-130	473.01
Y854_RHOS4	Y588_RHOSK	99.57	230	1	0	1	230	1	230	9.989572e-130	471.47
Y854_RHOS4	A0A239DHI3_9RHOB	99.57	230	1	0	1	230	1	230	9.989572e-130	471.47
Y854_RHOS4	Y942_RHOS1	99.13	230	2	0	1	230	1	230	2.225444e-129	470.31
Y854_RHOS4	A0A3G6WLB4_RHOSH	99.13	230	2	0	1	230	1	230	3.796033e-129	469.54
Y854_RHOS4	A0A330HSR8_9RHOB	96.96	230	7	0	1	230	1	230	3.552979e-127	463.00
Y854_RHOS4	A0A370Y6D3_RHOSH	96.52	230	8	0	1	230	1	230	1.033759e-126	461.45
Y854_RHOS4	Y2229_RHOS5	86.09	230	32	0	1	230	1	230	2.160523e-116	427.17
Y854_RHOS4	A0A2T5KCC3_9RHOB	85.65	230	33	0	1	230	1	230	8.209979e-116	425.25
Y854_RHOS4	A0A285CKA8_9RHOB	82.17	230	41	0	1	230	1	230	1.109612e-112	414.85
A0A415G1K7_9BACE	D4VNS5_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	C3QJU4_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	D4WFK8_BACOV	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	R6RVZ8_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	A0A412CMZ2_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	A0A078Q0W6_BACOV	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	C9L068_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	A0A374WJB8_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	A0A412BPP9_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A415G1K7_9BACE	D7J6N7_9BACE	100.00	125	0	0	1	125	1	125	1.362280e-64	254.22
A0A087BP16_BIFLN	A0A083XJV7_BIFLI	100.00	139	0	0	1	139	1	139	7.500734e-72	278.49
A0A087BP16_BIFLN	A0A087BP16_BIFLN	100.00	139	0	0	1	139	1	139	7.500734e-72	278.49
A0A087BP16_BIFLN	A0A4R0WI68_BIFLN	100.00	139	0	0	1	139	1	139	7.500734e-72	278.49
A0A087BP16_BIFLN	A0A2N0TLE4_BIFLN	100.00	139	0	0	1	139	1	139	7.500734e-72	278.49
A0A087BP16_BIFLN	A0A0M3T676_BIFLI	100.00	139	0	0	1	139	1	139	7.500734e-72	278.49
A0A087BP16_BIFLN	B7GN11_BIFLS	99.28	139	1	0	1	139	1	139	9.796263e-72	278.10
A0A087BP16_BIFLN	A0A1S2W4L0_BIFLI	99.28	139	1	0	1	139	1	139	2.182380e-71	276.94
A0A087BP16_BIFLN	A0A4S5B542_BIFLI	99.28	139	1	0	1	139	1	139	3.722576e-71	276.17
A0A087BP16_BIFLN	A0A2U2RRJ8_BIFLN	99.28	139	1	0	1	139	1	139	3.722576e-71	276.17
A0A087BP16_BIFLN	A0A0A0UAD2_BIFLN	98.56	139	2	0	1	139	1	139	1.414577e-70	274.25
A0A0K0HN56_HAFAL	A0A0K0HN56_HAFAL	100.00	151	0	0	1	151	1	151	8.129404e-80	305.06
A0A0K0HN56_HAFAL	A0A097R5K0_HAFAL	100.00	151	0	0	1	151	1	151	8.129404e-80	305.06
A0A0K0HN56_HAFAL	A0A4Q9D5N8_9GAMM	100.00	151	0	0	1	151	1	151	8.129404e-80	305.06
A0A0K0HN56_HAFAL	E5YIK4_9ENTR	99.34	151	1	0	1	151	1	151	2.365294e-79	303.52
A0A0K0HN56_HAFAL	A0A2A2MD01_9GAMM	99.34	151	1	0	1	151	1	151	2.365294e-79	303.52
A0A0K0HN56_HAFAL	G9Y9M0_HAFAL	99.34	151	1	0	1	151	1	151	2.365294e-79	303.52
A0A0K0HN56_HAFAL	A0A1B7KK92_9GAMM	99.34	151	1	0	1	151	1	151	2.365294e-79	303.52
A0A0K0HN56_HAFAL	A0A0C5VMY7_9ENTR	99.34	151	1	0	1	151	1	151	2.365294e-79	303.52
A0A0K0HN56_HAFAL	A0A370QPR3_9ENTR	97.35	151	4	0	1	151	1	151	4.460752e-78	299.29
A0A0K0HN56_HAFAL	C5B7R8_EDWI9	96.03	151	6	0	1	151	13	163	2.213848e-77	296.97
A0A0S4NT99_9BURK	A0A0S4NT99_9BURK	100.00	221	0	0	1	221	1	221	5.640340e-122	445.66
A0A0S4NT99_9BURK	A0A0S4JZV6_9BURK	99.10	221	2	0	1	221	1	221	6.236127e-121	442.19
A0A0S4NT99_9BURK	A0A430HRD8_9BURK	91.74	218	18	0	1	218	1	218	1.178813e-111	411.38
RS19_PELPB	RS19_PELPB	100.00	99	0	0	1	99	1	99	1.975408e-50	206.84
RS19_PELPB	RS19_CHLCH	92.93	99	6	1	1	99	1	98	2.951857e-46	192.97
RS19_PELPB	RS19_CHLPD	91.92	99	7	1	1	99	1	98	8.588589e-46	191.43
RS19_PELPB	A0A4Q1DG26_9CHLB	92.93	99	6	1	1	99	1	98	1.913338e-45	190.27
RS19_PELPB	A0A1D8D5W9_CHLLM	91.92	99	7	1	1	99	1	98	7.270677e-45	188.35
RS19_PELPB	RS19_CHLTE	91.92	99	7	1	1	99	1	98	1.240190e-44	187.58
RS19_PELPB	RS19_CHLL2	89.90	99	9	1	1	99	1	98	1.619738e-44	187.19
RS19_PELPB	A0A101JD31_CHLLI	89.90	99	9	1	1	99	1	98	1.619738e-44	187.19
RS19_PELPB	RS19_CHLP8	89.90	99	9	1	1	99	1	98	6.154997e-44	185.27
RS19_PELPB	A0A3R7ICN4_9CHLB	86.87	99	12	1	1	99	1	98	3.054693e-43	182.96
NRDR_ECOK1	NRDR_ECOSE	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	A0A4U9M4Q3_STREE	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	A0A4P8AKF9_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	A0A0G3JZ26_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	U9ZK84_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	A0A4Y9I3I4_SHIFL	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	D7XCW3_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	F4SU36_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	A0A3R0I347_ECOLX	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
NRDR_ECOK1	NRDR_SHISS	100.00	149	0	0	1	149	1	149	6.355997e-77	295.43
A0A2J7S5B7_9ENTR	W0BRF0_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A2U3F3H0_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A0V9E307_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A143HVP0_ENTAS	100.00	232	0	0	1	232	4	235	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A3Q9REU7_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A2J7S5B7_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A2S4SX79_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A156QSD1_ENTCL	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A4V6RP05_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2J7S5B7_9ENTR	A0A4P6XZG3_9ENTR	100.00	232	0	0	1	232	1	232	2.101065e-127	463.77
A0A2E4PG78_FLASP	A0A2E4PG78_FLASP	100.00	127	0	0	1	127	1	127	3.642311e-65	256.14
A0A2E4PG78_FLASP	A0A365P0P9_9FLAO	99.21	127	1	0	1	127	1	127	1.059750e-64	254.60
A0A2E4PG78_FLASP	A0A0D6TM71_9FLAO	98.43	127	2	0	1	127	1	127	4.027047e-64	252.68
A0A2E4PG78_FLASP	A0A4Q1KYR0_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A1Q3ZP84_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A497U1Q1_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A2W4VNB9_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A0Q5UK65_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A2S0RAX5_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2E4PG78_FLASP	A0A0A2MD11_9FLAO	97.64	127	3	0	1	127	1	127	6.869102e-64	251.91
A0A2S9RP86_HAEIF	A0A2S9RP86_HAEIF	100.00	201	0	0	1	201	1	201	1.657905e-104	387.50
A0A2S9RP86_HAEIF	A0A2S9SIF1_HAEIF	98.51	201	3	0	1	201	1	201	1.188135e-102	381.33
A0A2S9RP86_HAEIF	A0A3E1R1R4_HAEIF	98.01	201	4	0	1	201	1	201	1.551752e-102	380.95
A0A2S9RP86_HAEIF	A0A2X4G605_HAEIF	97.51	201	5	0	1	201	1	201	1.005816e-101	378.25
A0A2S9RP86_HAEIF	Q4QNZ7_HAEI8	97.01	201	6	0	1	201	1	201	4.991815e-101	375.94
A0A2S9RP86_HAEIF	A0A0C5F0K9_HAEIF	97.01	201	6	0	1	201	1	201	4.991815e-101	375.94
A0A2S9RP86_HAEIF	A0A110LAR7_STREE	93.03	201	10	1	1	201	1	197	1.406760e-95	357.84
A0A2S9RP86_HAEIF	A0A3S4V9X8_HAEAE	93.03	201	10	1	1	201	1	197	1.406760e-95	357.84
A0A2S9RP86_HAEIF	A0A0E1SMZ0_HAEIF	93.03	201	10	1	1	201	1	197	1.406760e-95	357.84
A0A2S9RP86_HAEIF	A4MXA9_HAEIF	93.03	201	10	1	1	201	1	197	1.406760e-95	357.84
A0A2C5WK95_PLUGE	A0A2C5WK95_PLUGE	100.00	307	0	0	1	307	1	307	3.351705e-173	616.31
A0A2C5WK95_PLUGE	A0A0J5PUS2_PLUGE	99.67	307	1	0	1	307	1	307	4.377462e-173	615.92
A0A2C5WK95_PLUGE	A0A1S2BMU4_PLUGE	99.35	307	2	0	1	307	1	307	2.837388e-172	613.22
A0A2C5WK95_PLUGE	L0M453_ENTBF	93.81	307	19	0	1	307	1	307	2.407571e-163	583.56
A0A2C5WK95_PLUGE	A0A366FNW0_9ENTR	92.83	307	22	0	1	307	1	307	2.253418e-161	577.01
A0A2C5WK95_PLUGE	A0A248KIJ7_9ENTR	84.64	306	47	0	1	306	1	306	2.047607e-146	527.32
A0A2C5WK95_PLUGE	A0A1B7K2J9_9ENTR	84.69	307	47	0	1	307	1	307	2.674257e-146	526.94
A0A2C5WK95_PLUGE	A0A3Q9LBD6_SALET	81.73	301	55	0	1	301	1	301	1.737428e-137	497.66
A0A2C5WK95_PLUGE	A0A3S5DCU9_SALET	81.73	301	55	0	1	301	1	301	2.963603e-137	496.89
A0A2C5WK95_PLUGE	A0A3T2WDX2_SALET	81.73	301	55	0	1	301	1	301	2.963603e-137	496.89
A0A2R4HMI9_SALEN	A0A486WXW7_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	Q8Z413_SALTI	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A2T9I930_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A3V5UQZ6_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A3V6R140_SALBE	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A3V9E2H4_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A4U8BJX0_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A4V1QJ63_9ENTR	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A4Z8YB42_SALET	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2R4HMI9_SALEN	A0A0R9NW84_SALNE	100.00	156	0	0	1	156	1	156	4.158521e-87	329.33
A0A2A7BLA3_9BACI	A0A0J7DBN0_BACCE	100.00	110	0	0	1	110	1	110	1.124654e-54	221.09
A0A2A7BLA3_9BACI	A0A2A7BLA3_9BACI	100.00	110	0	0	1	110	1	110	1.124654e-54	221.09
A0A2A7BLA3_9BACI	A0A164QGC9_BACCE	98.18	110	2	0	1	110	1	110	5.581601e-54	218.78
A0A2A7BLA3_9BACI	A0A420H525_9BACI	98.18	110	2	0	1	110	1	110	9.520770e-54	218.01
A0A2A7BLA3_9BACI	A0A1N6UFI1_BACCE	98.18	110	2	0	1	110	1	110	9.520770e-54	218.01
A0A2A7BLA3_9BACI	J9AF58_9BACI	97.27	110	3	0	1	110	1	110	4.725109e-53	215.70
A0A2A7BLA3_9BACI	A0A2B3G0I4_BACCE	96.36	110	4	0	1	110	1	110	8.059815e-53	214.93
A0A2A7BLA3_9BACI	A0A2A8ETB9_9BACI	96.36	110	4	0	1	110	1	110	5.224220e-52	212.23
A0A2A7BLA3_9BACI	A0A2B6D860_9BACI	93.64	110	7	0	1	110	1	110	5.776052e-51	208.76
A0A2A7BLA3_9BACI	A0A246PSP0_9BACI	93.64	110	7	0	1	110	3	112	5.776052e-51	208.76
A0A1Z4C1L4_9GAMM	A0A1Z4C1L4_9GAMM	100.00	144	0	0	1	144	1	144	4.703307e-77	295.82
A0A1Z4C1L4_9GAMM	A0A2S5QLE3_9GAMM	98.61	144	2	0	1	144	1	144	5.200115e-76	292.35
